brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,country
Chevrolet,Silverado 1500 LT Crew Cab,2006,"215,000 mi.",Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"6,995",Italy
Mercedes-Benz,S-Class S 560,2019,"77,138 mi.",Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,,"49,998",Belgium
Volvo,XC90 T6 Momentum,2018,"90,641 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,,"25,999",Netherlands
Toyota,Camry SE,2011,"177,702 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"7,700",Spain
Mercedes-Benz,Metris Base,2018,"58,350 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"29,497",Spain
Chevrolet,Camaro 2LT,2010,"86,170 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"17,000",Austria
Mazda,MX-5 Miata Grand Touring,2012,"36,568 mi.",Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,"20,199",Switzerland
Ford,Escape SE,2015,"54,357 mi.",Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"16,250",Norway
Mercedes-Benz,S-Class S 63 AMG,2015,"20,394 mi.",Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,,"59,598",Belgium
Kia,Niro EX,2023,"7,578 mi.",Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,,"31,113",Belgium
Porsche,Boxster Base,2010,"64,800 mi.",Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,"20,900",Spain
Toyota,4Runner Trail,2016,"117,780 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"27,750",Belgium
Hyundai,Kona EV SEL,2019,"33,100 mi.",,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,"18,200",Netherlands
Land,Rover Range Rover Evoque SE,2016,"86,202 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"18,750",France
Ford,E350 Super Duty XLT,2012,"163,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"19,550",Belgium
Mercedes-Benz,SL-Class SL500 Roadster,2004,"35,400 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,"24,900",Norway
Jeep,Compass Trailhawk,2018,"31,000 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,"22,000",Spain
Mercedes-Benz,S-Class S 560 4MATIC,2018,"103,069 mi.",Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,,"40,998",Italy
Mercedes-Benz,G-Class G 550 4MATIC,2021,"22,480 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,"135,800",Switzerland
Tesla,Model X P90D,2016,"91,000 mi.",,691.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,Yes,"39,500",Norway
Lexus,IS-F Base,2010,"41,500 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"44,800",Switzerland
BMW,335 i,2010,"91,545 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"13,000",Norway
Audi,RS 7 4.0T,2022,"4,100 mi.",Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,"162,500",Switzerland
Buick,Lucerne CXL,2006,"110,000 mi.",Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"5,000",Norway
Lincoln,MKX Reserve,2016,"88,000 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"18,500",Italy
Nissan,Armada Platinum,2018,"42,833 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,"37,000",Switzerland
Porsche,911 Carrera,2020,"23,278 mi.",Gasoline,3.0 Liter,Automatic,Blue,–,None reported,,"114,998",Spain
Mercedes-Benz,E-Class 400E,1993,"106,983 mi.",–,–,4-Speed A/T,White,Gray,None reported,Yes,"15,300",Netherlands
BMW,435 Gran Coupe i,2015,"60,100 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,"24,995",Belgium
Jeep,Wagoneer Series III,2022,"17,381 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,"69,685",Netherlands
Cadillac,ATS 2.5L,2013,"63,172 mi.",Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"12,995",Germany
Ford,Transit Connect XLT,2010,"72,000 mi.",Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"10,900",Italy
Kia,EV6 GT-Line,2022,"4,820 mi.",,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,"47,500",Sweden
Audi,S5 3.0T Premium Plus,2014,"67,900 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,"25,990",Netherlands
Toyota,Tundra SR,2018,"51,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"38,000",Spain
Jeep,Wrangler Unlimited Freedom Edition,2013,"54,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"35,000",Austria
Maserati,Quattroporte Base,2006,"61,840 mi.",Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"16,500",Spain
Mercedes-Benz,CLS-Class CLS500,2006,"28,950 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,,,"16,750",Switzerland
GMC,Sierra 3500 SLE,2002,"300,000 mi.",Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"5,000",Austria
Nissan,Frontier SL,2011,"103,400 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"17,000",Italy
BMW,M5 Base,2023,816 mi.,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,"109,900",Spain
Porsche,911 R,2016,719 mi.,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,White,Black / Brown,None reported,Yes,"489,000",Austria
Land,Rover Defender X-Dynamic SE,2023,"3,678 mi.",Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,,"81,998",Switzerland
Ford,F-150 XL,2016,"107,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"22,000",France
BMW,M8 Competition,2022,"5,018 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,,"114,998",Norway
Porsche,911 Carrera S,2010,"13,850 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"71,400",Germany
Volvo,XC70 3.2,2008,"46,700 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,,,"11,400",France
Chrysler,300 Touring,2021,"21,478 mi.",Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,,"27,798",Belgium
Honda,Insight EX,2020,"64,200 mi.",Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,"20,499",Switzerland
Porsche,Cayman S,2006,"31,075 mi.",Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,"36,250",Netherlands
Tesla,Model Y Performance,2022,"25,250 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,"47,800",France
BMW,M5 Competition,2020,"35,400 mi.",Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,"71,950",Austria
Audi,S4 4.2 quattro,2004,"74,030 mi.",Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,"16,000",Sweden
Ford,F-250 Platinum,2021,"48,549 mi.",Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,,"69,998",France
Kia,Seltos S,2023,"5,182 mi.",Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"32,500",Austria
RAM,ProMaster 2500 High Roof,2019,"31,681 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"33,500",Belgium
BMW,M760 M760i xDrive,2020,"23,430 mi.",Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,,"80,998",Netherlands
Mercedes-Benz,E-Class E 400,2015,"30,300 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"29,000",Belgium
Cadillac,XTS Luxury,2016,"112,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"14,599",Belgium
INFINITI,Q50 Premium,2014,"127,356 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"19,990",Belgium
Volkswagen,Touareg V6 Executive,2017,"50,600 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,"28,890",Belgium
Chevrolet,Suburban 1500 LTZ,2011,"194,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,"9,950",France
Toyota,Tundra SR5,2021,"33,455 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,"44,750",Netherlands
BMW,X1 sDrive28i,2022,"43,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"35,750",Switzerland
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,"46,102 mi.",Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"35,300",Sweden
Cadillac,XTS Luxury,2019,"59,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"21,000",Norway
Jaguar,XJ8 Base,2004,"134,000 mi.",Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"9,500",Spain
Chevrolet,Camaro ZL1,2020,"3,715 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"150,000",France
Mercedes-Benz,Sprinter 2500,2012,"100,245 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"24,000",France
Mercedes-Benz,C-Class C 300 4MATIC,2022,"8,583 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,None reported,,"42,999",Netherlands
Dodge,Dakota SLT,2003,"141,800 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"5,700",Austria
Audi,A5 2.0T Premium Plus,2012,"77,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"13,800",Austria
Audi,A5 2.0T Premium,2018,"67,035 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,"31,500",France
Audi,S5 3.0 Premium Plus,2012,"61,450 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,"19,500",Netherlands
Porsche,Panamera GTS,2015,"39,500 mi.",Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"52,590",France
Mercedes-Benz,AMG GT C,2020,"6,600 mi.",Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"128,900",Sweden
Chevrolet,Camaro 2SS,2023,"2,300 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"51,500",Switzerland
Audi,Q7 Premium Plus,2023,"10,601 mi.",Hybrid,3.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,,"61,998",Switzerland
Maserati,GranTurismo MC,2018,"18,000 mi.",Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"67,000",Belgium
GMC,Sierra 2500 AT4,2022,"31,681 mi.",Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,,"67,963",Germany
Cadillac,XT6 Sport AWD,2020,"24,114 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,,"49,427",Switzerland
Jeep,Grand Cherokee L Laredo,2022,"22,109 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,,,"43,389",Switzerland
Chevrolet,Avalanche 1500 LT,2012,"148,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"18,000",Sweden
BMW,M5 Base,2018,"41,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,"60,200",Switzerland
Nissan,Titan SE,2009,"127,600 mi.",E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,"19,500",Netherlands
Dodge,Ram 1500 SRT-10 Quad Cab,2005,"138,450 mi.",Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"19,000",Norway
GMC,Sierra 1500 SLT,2013,"230,000 mi.",E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,"15,500",Netherlands
Lexus,RX 350 F Sport,2017,"53,649 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,"33,000",Italy
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,"174,000 mi.",Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"11,999",Spain
INFINITI,QX80 Luxe,2022,"49,860 mi.",Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,"47,645",Spain
Mercedes-Benz,AMG C 63 S,2021,"13,650 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,"75,000",Sweden
BMW,528 i xDrive,2016,"134,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,"13,500",Belgium
Porsche,911 Carrera,2014,"78,000 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Brown,None reported,Yes,"68,000",Germany
Porsche,Boxster S,2005,"65,750 mi.",Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"21,750",Sweden
BMW,X6 M Base,2021,"18,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"94,000",Switzerland
Ford,Mustang Premium,2007,"121,630 mi.",Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"9,450",Italy
Rivian,R1S Launch Edition,2023,"4,500 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,"89,999",Sweden
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"9,408 mi.",Hybrid,2.0L I4 16V GDI DOHC Hybrid,8-Speed Automatic,Black,Gray,None reported,,"61,999",Germany
BMW,528 i xDrive,2016,"120,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,"16,000",Austria
Cadillac,Escalade ESV Platinum,2016,"168,600 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"29,500",Austria
Chevrolet,Corvette Base,2004,"43,705 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"25,900",Germany
Audi,A5 2.0T Premium,2013,"111,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,"11,500",Netherlands
Audi,TT 2.0T Premium,2012,"64,549 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"17,000",Netherlands
Buick,LaCrosse CX,2007,"53,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,"6,500",Switzerland
Chevrolet,Camaro 2SS,2017,"13,465 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"44,900",Switzerland
Tesla,Model Y Long Range,2023,"5,844 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,"52,000",Netherlands
BMW,M3 Base,2015,"74,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,None reported,Yes,"40,000",France
Kia,Optima LX,2011,"100,331 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,"6,900",Germany
Toyota,Supra 3.0 Premium,2022,"24,850 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"53,568",Netherlands
Lincoln,Nautilus Reserve,2021,"17,467 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Pristine White,Slate,None reported,,"43,860",Netherlands
Nissan,Pathfinder SL,2015,"115,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"11,995",Italy
BMW,X5 xDrive50i,2015,"72,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,"26,500",Italy
Mazda,MazdaSpeed3 Grand Touring,2008,"162,000 mi.",Gasoline,263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"6,500",Spain
GMC,Yukon XL SLT,2017,"47,589 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"45,500",Germany
Toyota,bZ4X Limited,2023,"6,548 mi.",,Electric,Automatic,Wind Chill Pearl,Black,None reported,,"41,999",Belgium
RAM,ProMaster 2500 High Roof,2018,"10,339 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"36,990",Germany
RAM,1500 Classic SLT,2021,"32,092 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,"35,113",Italy
Lexus,GS 350 Base,2014,"85,275 mi.",Gasoline,3.5 Liter,Automatic,Nebula Gray Pearl,Black,At least 1 accident or damage reported,,"23,998",Italy
Hyundai,Tucson Limited,2016,"138,000 mi.",Gasoline,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,Yes,"10,990",Germany
Chevrolet,SSR Base,2003,"87,500 mi.",Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"16,999",Switzerland
Maserati,GranTurismo Base,2013,"34,920 mi.",Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,"38,900",Italy
Tesla,Model X Performance,2020,"27,224 mi.",,Electric,1-Speed Automatic,Black,Black,None reported,,"65,999",Italy
BMW,M2 Base,2018,"25,000 mi.",Gasoline,365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"52,000",Austria
Tesla,Model Y Long Range,2021,"14,642 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"48,500",Spain
Subaru,Outback 2.5i Limited,2015,"162,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,"13,999",Italy
Buick,Roadmaster Estate,1996,"119,500 mi.",Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"16,999",Belgium
Land,Rover Range Rover 5.0L Supercharged,2017,"101,800 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"36,500",Norway
Ford,Expedition Max XLT,2021,"84,351 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Ebony,None reported,Yes,"42,691",Austria
Nissan,Leaf SL,2012,"26,930 mi.",,107.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,"6,700",Belgium
Toyota,Tacoma TRD Pro,2019,"40,698 mi.",Gasoline,3.5L V6 24V PDI DOHC,6-Speed,Super White,Black,None reported,,"42,886",Austria
Mercedes-Benz,AMG GT 63 S 4-Door,2020,"40,000 mi.",Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Red,None reported,Yes,"112,500",Germany
BMW,230 i,2019,"30,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"29,000",Germany
Lexus,ES 350 Base,2007,"78,980 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"10,600",Belgium
Porsche,911 Carrera S Cabriolet,2007,"28,844 mi.",Gasoline,3.8L H6 24V MPFI DOHC,6-Speed Manual,White,Beige,,,"69,995",Norway
Porsche,Taycan Turbo,2020,"21,028 mi.",,Dual AC Electric Motors,Single-Speed Fixed Gear,BLACK,BEIGE,None reported,,"96,900",Switzerland
Maserati,Levante Modena,2023,"5,409 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,"88,950",Belgium
Dodge,Challenger SRT Hellcat,2020,"12,700 mi.",Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"69,900",Sweden
Mazda,Mazda6 Touring,2021,"19,000 mi.",Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,,,"25,900",Belgium
Audi,S4 3.0T Premium,2019,"12,000 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"48,000",Norway
Ford,Mustang GT Premium,2016,"25,717 mi.",Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"33,900",Spain
Tesla,Model Y Long Range,2022,"12,055 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"44,400",Austria
Audi,TTS 2.0T Premium Plus,2011,"69,700 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,–,At least 1 accident or damage reported,Yes,"23,000",Belgium
